datetime,machineID,volt,rotate,pressure,vibration,model,age,errorID,failure,comp,risk
04-12-2015 06:00,21,164.2920525,362.7567813,105.114845,51.38639182,model2,14,,comp2,comp4,High
02-07-2015 06:00,37,180.8459737,497.7316993,134.3349549,41.67847554,model1,16,error4,,,Medium
30-11-2015 06:00,88,176.2350463,471.8025571,100.5703027,47.89192246,model4,14,,comp4,comp2,High
20-10-2015 06:00,94,172.5722807,438.3911615,127.8010266,34.27501152,model2,18,,comp3,comp3,High
25-11-2015 08:00,71,151.0401128,388.7321621,92.00844412,40.5651145,model2,18,,,,Low
09-05-2015 06:00,7,175.2547199,348.039747,87.59060472,50.08611601,model3,20,,comp4,comp1,High
04-12-2015 06:00,21,164.2920525,362.7567813,105.114845,51.38639182,model2,14,,comp2,comp2,High
29-03-2015 06:00,82,176.3075752,438.1982011,89.63975415,45.93378599,model3,11,,comp1,comp2,High
29-06-2015 06:00,18,165.3182802,373.5650432,102.2536844,39.98378481,model3,15,,comp2,comp2,High
30-09-2015 19:00,4,166.9599491,484.9831388,94.93878729,41.87703753,model3,7,,,,Low
22-06-2015 13:00,68,171.114996,401.5147931,106.3231086,44.95798568,model3,10,error1,,,Medium
20-04-2015 06:00,69,156.0324886,422.6697918,114.7495705,54.30678801,model2,19,,comp4,comp4,High
15-08-2015 11:00,38,149.1664749,515.3616143,95.15845756,35.92442276,model4,15,,,,Low
18-09-2015 06:00,42,176.8773275,483.2766403,134.9114712,32.98150069,model1,7,,comp3,comp3,High
28-01-2015 06:00,70,205.0102673,492.4098983,103.2932885,40.87195385,model3,9,,comp1,comp1,High
24-11-2015 06:00,56,156.5499971,375.8054975,99.44398401,36.42677988,model1,10,error2,,,Medium
06-06-2015 06:00,36,205.3441882,417.8460526,96.46184721,42.75627044,model4,5,,comp1,comp4,High
15-10-2015 11:00,40,156.2209833,432.8289872,104.6049047,37.15671294,model2,4,error5,,,Medium
18-12-2015 06:00,21,190.1947543,455.307084,125.3967768,46.37443698,model2,14,error4,,,Medium
30-11-2015 15:00,49,167.5305472,476.6008928,84.34978244,44.67466224,model1,15,error1,,,Medium
28-12-2015 19:00,88,199.6630215,439.8531429,84.82644402,32.70475091,model4,14,error2,,,Medium
24-08-2015 06:00,13,201.1901849,455.7929931,168.9925127,45.0090647,model1,15,,comp1,comp1,High
25-03-2015 22:00,49,185.0516252,446.9749196,93.29348536,38.40885562,model1,15,error1,,,Medium
13-04-2015 20:00,84,156.7713118,446.1918309,87.54587803,36.62635284,model3,9,error2,,,Medium
15-06-2015 06:00,97,169.5340866,462.2233864,102.0302239,39.29559658,model2,14,error1,,,Medium
28-03-2015 18:00,65,174.2173815,422.5549831,105.5953193,36.12795059,model3,15,,,,Low
13-03-2015 05:00,31,161.9220749,355.3273013,94.12771087,38.66914351,model1,11,,,,Low
03-09-2015 06:00,78,189.6423592,438.1847847,114.8691489,53.81292458,model4,19,,comp4,comp4,High
31-12-2015 06:00,15,189.3402341,420.1906821,106.031828,46.33928432,model3,14,,comp4,comp4,High
27-03-2015 06:00,71,184.047399,420.8270566,99.02841495,46.00742083,model2,18,,comp1,comp1,High
19-09-2015 05:00,60,182.4414606,388.2036908,98.20462202,37.31256459,model4,3,,,,Low
27-12-2015 06:00,30,180.8569503,519.4929827,94.01680304,43.71356888,model3,20,,,,Low
10-04-2015 06:00,32,167.9221753,439.9172688,92.31172502,51.40220323,model4,15,,comp4,comp1,High
11-12-2015 06:00,85,149.1780459,351.5404754,127.0116762,41.17753227,model1,16,,comp3,comp3,High
15-10-2015 03:00,86,182.2880733,499.8717936,109.260151,43.55616703,model3,2,,,,Low
29-11-2015 13:00,47,161.3444042,412.6202107,117.4789006,45.18513155,model2,6,error1,,,Medium
04-10-2015 06:00,78,181.5415392,501.4224023,80.87870369,29.03109008,model4,19,error2,,,Medium
16-06-2015 06:00,91,180.8123601,407.8112977,88.4870153,40.06843668,model4,17,,comp1,comp1,High
09-01-2015 06:00,30,164.8882841,457.1043448,102.7657879,53.42068914,model3,20,,comp4,comp4,High
30-03-2015 15:00,50,171.7715721,458.1961368,111.2641055,41.8373387,model4,4,error2,,,Medium
24-01-2015 06:00,7,173.1475835,375.3497843,97.79977626,48.75220083,model3,20,,comp4,comp2,High
13-02-2015 18:00,90,169.2777741,485.7548079,101.0267248,37.86154323,model2,2,error1,,,Medium
13-12-2015 09:00,38,197.3783854,387.0791451,117.182688,42.27734554,model4,15,,,,Low
13-05-2015 06:00,82,199.5608359,477.3123886,105.5344383,45.41053738,model3,11,,comp1,comp1,High
12-09-2015 03:00,97,149.9995009,517.3300201,104.5757251,35.52558978,model2,14,,,,Low
27-03-2015 08:00,28,176.757639,503.5990672,100.0596351,37.3974532,model4,1,,,,Low
25-06-2015 02:00,72,179.7086239,444.6677277,104.0512232,29.65813749,model4,2,,,,Low
29-05-2015 11:00,89,157.9182924,444.0512557,98.54326399,49.47710144,model3,17,,,,Low
16-09-2015 02:00,17,186.7250775,517.7952809,107.368711,45.47659471,model1,14,,,,Low
23-09-2015 13:00,96,181.5783142,431.9989723,91.0611546,37.74308131,model2,10,error3,,,Medium
15-06-2015 06:00,28,163.3724381,337.9121201,97.59694285,43.39654208,model4,1,,comp2,comp2,High
15-05-2015 08:00,91,169.9914496,395.8975725,97.68853967,34.65265359,model4,17,,,,Low
26-03-2015 03:00,2,155.506049,356.82393,111.0001577,37.377899,model4,7,error2,,,Medium
24-12-2015 06:00,62,192.2626126,328.1004439,76.57385059,35.51912523,model4,20,,comp2,comp2,High
23-06-2015 06:00,5,175.1687884,319.8082754,108.0195703,38.10755619,model3,2,,comp2,comp2,High
18-05-2015 06:00,66,191.6970457,405.9623923,97.867308,36.20948101,model4,6,error1,,,Medium
04-01-2015 06:00,84,148.6390347,323.0788697,99.95331462,45.77578767,model3,9,error2,,,Medium
25-05-2015 07:00,63,173.9966511,449.1511374,105.032999,40.4925356,model4,14,error4,,,Medium
06-12-2015 03:00,96,198.0520258,449.7132501,84.3184298,47.6937812,model2,10,,,,Low
30-01-2015 06:00,14,199.829456,379.7675224,96.52848397,39.98298082,model3,1,error3,,,Medium
28-09-2015 04:00,52,172.9299218,480.5034205,86.56865051,37.08434391,model3,14,error1,,,Medium
16-02-2015 23:00,20,189.4971843,515.2118306,101.0129757,39.59871016,model2,16,error1,,,Medium
20-04-2015 06:00,11,147.4348363,416.3252832,127.4463437,33.53957025,model2,6,,comp2,comp2,High
12-09-2015 06:00,49,184.4517529,443.2095244,125.3813543,43.07851592,model1,15,,comp3,comp3,High
19-01-2015 13:00,95,167.8192808,467.6121963,109.3973988,41.03556095,model2,18,,,,Low
01-06-2015 08:00,26,155.9516829,390.5795547,95.63550803,38.88554955,model3,3,,,,Low
18-04-2015 02:00,85,190.679525,493.0025917,120.6236696,45.45051531,model1,16,,,,Low
01-12-2015 14:00,48,174.6419979,544.1940011,104.4149832,36.79093316,model4,10,,,,Low
02-04-2015 06:00,91,161.9440215,398.9732118,95.43146757,50.7940103,model4,17,,comp1,comp1,High
09-02-2015 09:00,16,131.2231371,490.7769278,118.6801124,35.33857075,model1,3,,,,Low
01-09-2015 13:00,37,151.5836248,413.8984982,91.59529305,44.27624005,model1,16,,,,Low
13-09-2015 06:00,83,159.6425255,402.2415687,110.3004889,43.9454686,model4,18,,comp2,comp2,High
25-03-2015 03:00,30,167.7245642,409.9443606,103.0724258,35.75621498,model3,20,,,,Low
01-01-2015 08:00,82,187.8214106,433.5394744,115.315297,46.71308079,model3,11,,,,Low
11-11-2015 06:00,85,140.0310738,437.6198846,86.86185177,36.06125341,model1,16,,comp2,comp2,High
07-08-2015 06:00,30,147.6427244,409.05949,88.5235543,47.76796387,model3,20,,comp2,comp4,High
02-01-2015 03:00,83,186.6390924,468.7643806,93.06848854,46.73744633,model4,18,,comp4,,High
14-06-2015 02:00,32,149.4870764,466.1051778,104.7553842,46.8356367,model4,15,,,,Low
12-07-2015 17:00,13,171.2713886,483.7832248,87.2509854,33.09462172,model1,15,,,,Low
10-11-2015 23:00,47,169.7101091,364.8373271,98.70115043,53.26205571,model2,6,error1,,,Medium
08-07-2015 06:00,97,172.4063801,424.9966562,115.5921542,44.62025343,model2,14,,comp3,comp3,High
07-11-2015 18:00,28,157.6256283,458.3074269,94.63538411,37.50256249,model4,1,,,,Low
02-12-2015 14:00,61,187.2149852,408.4626808,99.65068621,40.82863881,model4,2,,,,Low
07-01-2015 06:00,75,174.9646888,540.7909905,103.7612494,38.06538083,model3,19,,comp1,comp1,High
10-04-2015 00:00,42,161.1669261,506.6789521,97.79486724,36.65176943,model1,7,error4,,,Medium
02-01-2015 20:00,97,168.093497,487.9647468,88.84847052,40.27404523,model2,14,,,,Low
28-01-2015 06:00,82,192.5036664,519.6654573,95.96071742,37.57724034,model3,11,,comp1,comp3,High
15-03-2015 19:00,91,173.3923912,425.2346909,122.4313306,40.39274931,model4,17,,,,Low
30-05-2015 14:00,81,220.3885582,446.5210871,81.72603035,43.57379934,model4,1,,,,Low
04-06-2015 05:00,41,190.37921,470.8046122,87.54525442,38.05996168,model4,9,,,,Low
01-11-2015 22:00,26,189.1888908,434.2814204,88.76269514,29.23326938,model3,3,,,,Low
16-11-2015 06:00,91,171.5217227,334.6109587,99.31894915,41.52907478,model4,17,error5,,,Medium
21-10-2015 08:00,98,180.9796571,424.5886474,116.7017439,38.5574844,model2,20,error2,,,Medium
09-11-2015 06:00,70,201.3289307,522.1256584,93.01354477,34.06375755,model3,9,,comp1,comp1,High
09-12-2015 12:00,85,176.5107213,500.4513048,116.8637535,39.13389905,model1,16,,,,Low
22-03-2015 06:00,8,145.1079144,508.7976056,107.4814966,53.17099528,model3,16,,comp4,comp4,High
15-06-2015 07:00,86,190.813691,444.821868,101.3773203,39.55615372,model3,2,,,,Low
01-10-2015 16:00,99,189.3920058,527.158498,99.00036726,45.88680214,model1,14,error2,,,Medium
24-09-2015 04:00,7,176.908709,416.399165,101.9045413,37.20763357,model3,20,,,,Low
24-08-2015 06:00,13,201.1901849,455.7929931,168.9925127,45.0090647,model1,15,,comp3,comp1,High
10-03-2015 07:00,6,162.3602264,439.479737,110.5746144,40.42932599,model3,7,,,,Low
14-08-2015 22:00,100,175.6022818,554.5766062,98.81297906,39.58478954,model4,5,,,,Low
28-04-2015 22:00,81,179.9393542,493.4031151,95.84129896,34.74098075,model4,1,,,,Low
11-08-2015 06:00,61,179.8922112,364.6076378,108.7953219,46.56407406,model4,2,,comp2,comp4,High
29-11-2015 12:00,92,180.7619264,415.3501864,127.982474,39.09136304,model1,2,error1,,,Medium
16-05-2015 05:00,30,175.6300375,436.7823999,89.64556131,40.84903193,model3,20,,,,Low
31-01-2015 06:00,33,191.4858905,398.4901602,89.49230445,44.74027722,model3,14,,comp1,comp1,High
07-12-2015 13:00,7,188.0267415,495.6020597,106.2728875,34.69181867,model3,20,,,,Low
23-01-2015 04:00,2,157.4895391,447.1541069,95.07595025,38.24042412,model4,7,,,,Low
22-01-2015 06:00,45,184.5298413,400.0268427,102.3291925,40.13278952,model3,14,,comp2,comp2,High
28-02-2015 19:00,69,187.9726808,480.3117827,104.2570343,45.27554858,model2,19,error3,,,Medium
25-10-2015 06:00,63,150.633142,419.932274,101.3118521,48.32525549,model4,14,,comp4,comp3,High
25-10-2015 22:00,51,161.2831883,434.5177122,89.35205351,45.7598312,model4,19,error1,,,Medium
24-01-2015 23:00,81,179.8345039,457.5176289,114.2193028,38.29505132,model4,1,error4,,,Medium
16-01-2015 06:00,16,187.0403418,450.4838227,88.40217478,32.31207504,model1,3,error1,,,Medium
14-04-2015 03:00,46,161.5008851,425.3304465,123.9251384,37.81044186,model4,10,,,,Low
15-12-2015 06:00,66,192.8237206,440.0167742,87.63763835,45.47543823,model4,6,,comp1,comp2,High
11-10-2015 10:00,89,175.6330231,467.7386246,99.39055104,28.66740782,model3,17,,,,Low
28-07-2015 11:00,16,180.6458664,417.882534,105.5020562,30.57865028,model1,3,,,,Low
22-02-2015 10:00,94,173.6914491,424.1685078,109.9788524,45.99845161,model2,18,error2,,,Medium
06-07-2015 06:00,31,171.9685022,494.1542488,108.9709982,41.39907568,model1,11,,comp3,comp3,High
19-11-2015 23:00,8,163.9001482,471.4267584,87.88081301,44.77748319,model3,16,,,,Low
05-04-2015 04:00,46,164.5717815,444.8635557,103.1649343,43.0503961,model4,10,,,,Low
20-07-2015 00:00,82,180.7396756,504.687559,105.3259748,38.27167933,model3,11,,,,Low
30-04-2015 06:00,54,195.0134151,315.9038227,99.44610682,42.77730269,model2,10,,comp2,comp2,High
25-04-2015 13:00,19,155.9780895,469.6551386,106.9505609,45.99540551,model3,17,,,,Low
04-07-2015 01:00,99,150.9637797,380.6141352,96.06055918,35.48112404,model1,14,,,,Low
05-12-2015 02:00,20,186.087651,405.012336,102.690956,44.5734261,model2,16,,,,Low
24-06-2015 06:00,32,156.9045382,399.4890016,98.43301589,46.85240615,model4,15,,comp2,comp4,High
17-04-2015 13:00,61,190.577589,429.1896717,108.7482874,32.31305061,model4,2,,,,Low
01-03-2015 06:00,51,177.041815,438.8824284,101.1181642,54.91720685,model4,19,error5,,,Medium
26-06-2015 22:00,41,156.3274746,489.3505192,108.9813857,37.35860413,model4,9,,,,Low
12-03-2015 23:00,47,174.6622137,428.8064313,92.97411413,44.31128284,model2,6,,,,Low
15-06-2015 06:00,16,184.1781851,456.9403489,107.1417524,42.70163594,model1,3,error1,,,Medium
25-05-2015 14:00,31,167.823313,468.2702114,87.70389625,33.25671045,model1,11,error4,,,Medium
21-01-2015 06:00,42,180.4461056,486.2286401,113.9254793,48.05559276,model1,7,,comp1,comp1,High
14-06-2015 18:00,35,151.9954436,484.2754051,85.10481986,40.15855502,model1,17,,,,Low
11-06-2015 09:00,58,161.2551202,491.7763134,101.8491873,39.48085826,model1,5,,,,Low
02-12-2015 06:00,55,175.5617503,492.4660283,81.68734328,42.91188099,model3,17,,comp1,comp2,High
17-10-2015 06:00,69,157.5407863,440.2502275,111.7696809,51.83485469,model2,19,,comp4,comp4,High
14-10-2015 17:00,97,175.2211855,454.8643361,106.7676784,36.34200987,model2,14,,,,Low
10-11-2015 22:00,58,158.8068572,465.9648604,101.94879,43.59491264,model1,5,,,,Low
22-11-2015 03:00,29,175.3367625,432.9179671,99.92247034,53.33470551,model4,3,,,,Low
21-10-2015 06:00,7,182.0630942,304.4540216,101.9734233,48.24268594,model3,20,,comp2,comp4,High
01-07-2015 06:00,24,168.8541952,482.4547782,121.4272305,39.19205881,model1,20,,comp3,comp3,High
22-05-2015 02:00,100,190.7811754,476.662611,107.1798782,43.15177699,model4,5,error3,,,Medium
20-10-2015 08:00,48,191.7821302,505.6363371,100.2910693,37.59669269,model4,10,,,,Low
31-12-2015 06:00,64,190.8203554,495.7474739,105.0525134,47.23744417,model3,20,,comp1,comp3,High
06-08-2015 08:00,89,195.8047974,387.173833,81.4062396,35.6959511,model3,17,,,,Low
02-09-2015 13:00,77,177.3592528,441.3544616,86.16103125,40.60398161,model4,12,error1,,,Medium
28-04-2015 18:00,87,181.3569545,381.9432098,96.46345299,35.38041321,model2,12,,,,Low
05-03-2015 16:00,75,173.0679673,427.416979,110.732338,43.76694958,model3,19,error2,,,Medium
20-06-2015 06:00,55,191.6077755,358.6928938,101.6753236,49.6880966,model3,17,,comp1,comp1,High
19-01-2015 13:00,55,194.9647472,513.7425209,112.6559293,38.93657039,model3,17,error1,,,Medium
09-03-2015 06:00,94,168.5932596,391.2447871,130.7952688,42.61695746,model2,18,,comp3,comp3,High
04-12-2015 06:00,30,200.97072,405.4951363,73.1022168,58.2475196,model3,20,error5,,,Medium
27-11-2015 06:00,16,154.8610344,427.527109,124.7956311,42.02940157,model1,3,error2,,,Medium
01-02-2015 06:00,41,188.0147136,466.6096996,94.19263626,35.22229804,model4,9,,comp1,comp1,High
16-03-2015 23:00,23,128.3921832,470.3098755,101.3281987,38.39319052,model1,17,,,,Low
27-04-2015 22:00,100,173.1645752,441.5446729,115.0586174,34.83034086,model4,5,error5,,,Medium
28-09-2015 06:00,58,176.2809018,445.2886571,124.396117,35.28763341,model1,5,,comp3,comp3,High
18-09-2015 06:00,35,173.5249777,509.3113064,105.425259,46.89386017,model1,17,error1,comp1,comp4,High
13-01-2015 06:00,62,184.0015656,478.8244299,103.2082999,37.72273093,model4,20,,comp1,comp3,High
23-03-2015 06:00,12,175.2123922,354.9412601,126.0823965,28.56254308,model3,9,,comp2,comp2,High
12-09-2015 06:00,49,184.4517529,443.2095244,125.3813543,43.07851592,model1,15,,comp3,comp2,High
08-01-2015 06:00,30,153.5273341,390.2656071,105.61434,44.6372681,model3,20,error5,,,Medium
28-08-2015 20:00,83,193.2456137,415.6614134,102.1920632,39.71827912,model4,18,error1,,,Medium
06-04-2015 14:00,42,190.7026942,444.290627,83.84641355,48.84527544,model1,7,,,,Low
26-02-2015 13:00,94,185.4643553,359.6937503,83.05635503,33.70561338,model2,18,,,,Low
05-10-2015 00:00,20,183.296748,510.8008447,82.3146895,44.12579284,model2,16,error5,,,Medium
29-03-2015 06:00,53,163.1587824,435.3320832,102.3755414,38.63266638,model3,5,,comp1,comp1,High
01-07-2015 19:00,31,176.8057153,475.0886192,102.7300679,38.50072916,model1,11,,,,Low
07-06-2015 10:00,65,174.9239608,496.4520822,79.54660358,43.36875094,model3,15,,,,Low
20-09-2015 06:00,47,197.526694,450.387549,127.3535738,38.81594315,model2,6,error4,,,Medium
13-02-2015 02:00,23,164.428645,465.8125294,90.21131351,34.60367164,model1,17,,,,Low
14-09-2015 06:00,91,188.961582,432.7554719,118.1729878,40.78784025,model4,17,,comp1,comp1,High
13-08-2015 04:00,50,173.7466504,463.5831519,85.7747895,28.27768106,model4,4,error1,,,Medium
12-09-2015 06:00,49,184.4517529,443.2095244,125.3813543,43.07851592,model1,15,,comp3,comp3,High
06-12-2015 21:00,64,153.1622622,432.7125087,81.98880811,36.99289589,model3,20,,,,Low
04-12-2015 07:00,10,177.2956974,455.0374639,97.02462256,32.92165095,model3,10,,,,Low
21-04-2015 19:00,36,173.2205893,411.0266846,109.5501388,40.26069196,model4,5,error1,,,Medium
31-03-2015 16:00,57,173.778741,402.1320777,134.1085431,49.78763322,model4,10,error1,,,Medium
09-05-2015 06:00,97,170.0643186,364.9841005,103.8334794,46.84464786,model2,14,,comp4,comp4,High
11-09-2015 18:00,84,152.2651854,486.314479,105.8108922,42.07046166,model3,9,,,,Low
20-08-2015 06:00,6,149.8109412,466.0903138,97.49949979,42.08158171,model3,7,error4,,comp1,Medium
17-06-2015 06:00,40,194.2346539,455.2138184,101.1046168,42.12744631,model2,4,error3,,,Medium
18-03-2015 08:00,52,173.1375824,438.9796175,84.90007443,40.46987657,model3,14,,,,Low
14-06-2015 16:00,95,146.3763666,423.4913462,103.6665307,40.10534639,model2,18,,,,Low
02-11-2015 13:00,11,171.5254819,433.3297523,97.53039311,41.95571639,model2,6,error4,,,Medium
02-04-2015 06:00,99,163.5146561,376.1124462,88.94411626,33.92848119,model1,14,error2,,,Medium
20-06-2015 05:00,34,164.3048462,458.3394273,86.2604652,32.04456775,model4,10,error4,,,Medium
27-10-2015 21:00,22,201.2485147,441.6204367,110.0588789,35.20338032,model1,14,,,,Low
26-11-2015 02:00,42,200.6636499,483.1069316,124.3587903,39.19529872,model1,7,,,,Low
14-09-2015 06:00,91,188.961582,432.7554719,118.1729878,40.78784025,model4,17,,comp1,comp1,High
26-11-2015 06:00,17,181.9676203,430.4745764,90.07434349,37.2774609,model1,14,error3,,,Medium
02-01-2015 03:00,80,166.5575789,419.7981698,80.99067079,45.92084195,model3,6,,comp2,,High
30-05-2015 12:00,47,182.7853456,573.7912448,103.6173252,40.99508919,model2,6,,,,Low
06-12-2015 08:00,99,209.351884,521.0186924,106.4374903,39.50865081,model1,14,,,,Low
13-04-2015 06:00,56,197.8437867,462.0745285,87.13834152,45.75876948,model1,10,error1,,,Medium
29-11-2015 13:00,47,161.3444042,412.6202107,117.4789006,45.18513155,model2,6,error1,,,Medium
17-11-2015 19:00,44,197.2690017,479.3193299,95.79503879,40.65080565,model4,7,,,,Low
13-09-2015 06:00,91,179.1045252,410.5845712,112.4112054,43.94833258,model4,17,error1,,,Medium
03-02-2015 23:00,25,190.6350927,531.5471429,96.80868535,33.49018541,model4,16,error2,,,Medium
29-07-2015 23:00,24,139.5875932,447.3584577,98.74033008,55.78148339,model1,20,,,,Low
